标题,iF,分区
PSYCHIATRY RESEARCH-NEUROIMAGING,2.063,Q3 Q3Q4Q3
ACTA ASTRONOMICA,2.063,Q3
ECOLOGICAL PSYCHOLOGY,2.063,Q2
Research Papers in Education,2.062,Q2
Obesity Research & Clinical Practice,2.062,Q3 Q4Q3
Child and Adolescent Psychiatry and Mental Health,2.061,Q2 Q2Q3Q2
ADMINISTRATIVE LAW REVIEW,2.059,Q1
Biomedical Engineering Online,2.059,Q3
EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,2.058,Q4
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,2.057,Q2
Annual Review of Financial Economics,2.057,Q2 Q2Q2
Analysis and Mathematical Physics,2.056,Q1 Q1Q1
NUMERISCHE MATHEMATIK,2.056,Q1
Disability and Health Journal,2.056,Q1 Q3Q2Q3Q2Q2Q1
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,2.056,Q2 Q3Q2Q2
JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,2.056,Q2
Sustainability Accounting Management and Policy Journal,2.056,Q2 Q2Q3Q3
JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,2.056,Q2
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,2.056,Q3 Q3Q3
Journal of Natural Medicines,2.055,Q3 Q3Q3
Canadian Journal of Gastroenterology and Hepatology,2.055,Q4
JOM,2.054,Q2 Q3Q2Q2Q2
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,2.054,Q3 Q3Q3Q3
PARASITE IMMUNOLOGY,2.054,Q2 Q4Q2
MAGNETIC RESONANCE IMAGING,2.053,Q3
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,2.053,Q2 Q3Q3Q3Q2Q4
COLLEGE & RESEARCH LIBRARIES,2.052,Q2
Primary Care Diabetes,2.052,Q2 Q4Q2
Pharmacology Research & Perspectives,2.052,Q3
Analytical Cellular Pathology,2.052,Q3 Q4Q4Q3
CURRENT PSYCHOLOGY,2.051,Q2
Cardiovascular Ultrasound,2.051,Q3
HEALTH & SOCIAL CARE IN THE COMMUNITY,2.05,Q1 Q2Q1
MARINE BIOLOGY,2.05,Q2
ACTA ANAESTHESIOLOGICA SCANDINAVICA,2.05,Q3
PATHOLOGY RESEARCH AND PRACTICE,2.05,Q3
COGNITIVE DEVELOPMENT,2.05,Q2 Q2Q2
NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,2.05,Q3
Parasite,2.05,Q2
Bosnian Journal of Basic Medical Sciences,2.05,Q3
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,2.05,Q2 Q3Q2
CHEMOECOLOGY,2.05,Q3 Q4Q3
Anti-Cancer Agents in Medicinal Chemistry,2.049,Q3 Q3Q4
ANALYTICAL SCIENCES,2.049,Q3
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,2.048,Q3 Q3Q3
FINANCE AND STOCHASTICS,2.048,Q1 Q2Q2Q2Q1
International Journal of Disaster Risk Science,2.048,Q2 Q3Q3Q2
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,2.048,Q2 Q2Q2
Clinical Sarcoma Research,2.048,Q4
MACROMOLECULAR RESEARCH,2.047,Q2
JOURNAL OF REHABILITATION MEDICINE,2.046,Q2 Q2Q2
Journal of Thoracic Disease,2.046,Q3
JOURNAL OF PROFESSIONAL NURSING,2.045,Q1 Q1Q1
Chinese Optics Letters,2.045,Q3
OPTO-ELECTRONICS REVIEW,2.045,Q3 Q3Q3Q3
ANNALS OF CLINICAL BIOCHEMISTRY,2.044,Q3
COMPUTING,2.044,Q2
CONSCIOUSNESS AND COGNITION,2.044,Q2
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,2.044,Q3
APPLIED NUMERICAL MATHEMATICS,1.979,Q1
Clinical and Experimental Otorhinolaryngology,1.979,Q2
BMC Sports Science Medicine and Rehabilitation,1.979,Q2 Q2Q3
Water Alternatives-An Interdisciplinary Journal on Water Politics and Development,1.979,Q3 Q3Q3
Greenhouse Gases-Science and Technology,1.979,Q3 Q3Q4Q3
EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,1.978,Q3
BIOCHEMISTRY-MOSCOW,1.978,Q4
LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL,1.977,Q3
Journal of Contingencies and Crisis Management,1.977,Q3
CLINICAL AND EXPERIMENTAL DERMATOLOGY,1.977,Q3
BIOTECHNOLOGY LETTERS,1.977,Q3
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,1.977,Q3 Q3Q3Q3Q3
SIAM JOURNAL ON SCIENTIFIC COMPUTING,1.976,Q1
JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,1.976,Q1 Q1Q2Q2
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,1.976,Q3
Abacus-A Journal of Accounting Finance and Business Studies,1.975,Q2
JOURNAL OF APPLIED GEOPHYSICS,1.975,Q2 Q3Q2
IET Science Measurement & Technology,1.975,Q3
RADIOCARBON,1.975,Q3
ACM Transactions on Privacy and Security,1.974,Q3
Journal of Material Cycles and Waste Management,1.974,Q3
Economic Analysis and Policy,1.973,Q2
AGROFORESTRY SYSTEMS,1.973,Q2 Q2Q2
POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,1.973,Q2
Endocrine Metabolic & Immune Disorders-Drug Targets,1.973,Q3 Q4Q4Q3
ACTA GEOLOGICA SINICA-ENGLISH EDITION,1.973,Q3
Revista Portuguesa de Pneumologia,1.973,Q3
JOURNAL OF CLINICAL NURSING,1.972,Q1 Q1Q1
Sociology of Race and Ethnicity,1.972,Q1 Q1Q2
IET Microwaves Antennas & Propagation,1.972,Q3 Q3Q3
Journal of Thermal Science,1.972,Q2 Q2Q2
JOURNAL OF COMPOSITE MATERIALS,1.972,Q3
Brazilian Journal of Infectious Diseases,1.971,Q4
Medical Education Online,1.97,Q2
Clinical Cosmetic and Investigational Dermatology,1.97,Q3
EARLY HUMAN DEVELOPMENT,1.969,Q2 Q3Q2
CULTURE HEALTH & SEXUALITY,1.969,Q2 Q2Q2
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,1.969,Q3 Q3Q3
ADULT EDUCATION QUARTERLY,1.968,Q2
Information Systems and E-Business Management,1.968,Q3 Q3Q3
Palliative & Supportive Care,1.968,Q2
Journal of Real-Time Image Processing,1.968,Q3 Q3Q3Q3
CLINICAL ANATOMY,1.967,Q2
Journal of Perinatology,1.967,Q2 Q3Q2
Oncology Research and Treatment,1.967,Q4
COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,1.966,Q1 Q4Q3Q1
HEALTH COMMUNICATION,1.965,Q2 Q2Q2
Journal of Multinational Financial Management,1.965,Q2
FLOW MEASUREMENT AND INSTRUMENTATION,1.965,Q2 Q2Q2
SIAM-ASA Journal on Uncertainty Quantification,1.964,Q2 Q2Q2
World Journal of Surgical Oncology,1.963,Q2 Q4Q2
Journal of Sulfur Chemistry,1.963,Q3
Hormones-International Journal of Endocrinology and Metabolism,1.962,Q4
AMERICAN ANTIQUITY,1.961,Q1
OPHTHALMIC RESEARCH,1.961,Q3
Advances in Applied Mathematics and Mechanics,1.961,Q1 Q1Q3
JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS,1.961,Q3 Q3Q3
APPLIED OPTICS,1.961,Q3
MEDICAL MICROBIOLOGY AND IMMUNOLOGY,1.961,Q3 Q4Q3
BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,1.961,Q3
Energy Sustainability and Society,1.961,Q3 Q3Q4
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,1.96,Q2
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,1.96,Q2 Q2Q3
Annals of Work Exposures and Health,1.96,Q3
OPEN SYSTEMS & INFORMATION DYNAMICS,1.96,Q2 Q2Q2
Substance Abuse Treatment Prevention and Policy,1.96,Q3
Acta Crystallographica A-Foundation and Advances,1.96,Q3 Q3Q3
SOCIAL SCIENCE RESEARCH,1.959,Q2
International Emergency Nursing,1.959,Q1 Q1Q1
PSYCHOMETRIKA,1.959,Q2 Q2Q2Q2
CLINICS IN PLASTIC SURGERY,1.959,Q2
JOURNAL OF MEDICAL ECONOMICS,1.958,Q2 Q3Q2
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1.958,Q3 Q3Q3Q3
EPL,1.958,Q2
Weather Climate and Society,1.958,Q3 Q3Q3
JOURNAL OF CONTEMPORARY ASIA,1.957,Q1
NEUROSURGERY CLINICS OF NORTH AMERICA,1.957,Q2 Q3Q2
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,1.957,Q3 Q3Q3Q3
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1.957,Q3 Q3Q3
Actuators,1.957,Q2
Australasian Journal of Educational Technology,1.956,Q2
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,1.956,Q1 Q1Q2
MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,1.956,Q3
UPSALA JOURNAL OF MEDICAL SCIENCES,1.955,Q2
AMERICAN JOURNAL OF THERAPEUTICS,1.955,Q3
GENETIC EPIDEMIOLOGY,1.954,Q2 Q3Q2
SOCIAL FORCES,1.953,Q2
SYSTEMATICS AND BIODIVERSITY,1.953,Q2
New Microbiologica,1.953,Q3
CALIFORNIA LAW REVIEW,1.952,Q1
LEISURE SCIENCES,1.952,Q2 Q3Q2
JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,1.952,Q2 Q2Q3
ENDOCRINE JOURNAL,1.952,Q4
Prion,1.952,Q4
ANDROLOGIA,1.951,Q3
PALEOBIOLOGY,1.951,Q2 Q2Q3Q3Q2
MOLECULAR AND CELLULAR PROBES,1.951,Q3 Q3Q4Q3Q4
ACM SIGCOMM Computer Communication Review,1.951,Q3
JOURNAL OF NONDESTRUCTIVE EVALUATION,1.95,Q2
ECOLOGY OF FRESHWATER FISH,1.95,Q2 Q2Q2
JOURNAL OF ENGINEERING DESIGN,1.95,Q2
Scandinavian Journal of Surgery,1.95,Q2
JOURNAL OF RADIATION RESEARCH,1.95,Q3 Q3Q4Q3
Ain Shams Engineering Journal,1.949,Q2
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,1.949,Q2 Q3Q3Q2
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,1.949,Q3 Q3Q3
STEROIDS,1.948,Q4 Q4Q4
Journal of Psychiatric and Mental Health Nursing,1.947,Q1 Q1Q1Q3Q2
CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,1.947,Q2 Q3Q3Q2Q3
JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,1.947,Q3 Q3Q3
Magnetochemistry,1.947,Q2 Q2Q3Q3
PSYCHIATRIC REHABILITATION JOURNAL,1.946,Q1 Q2Q1
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,1.946,Q3 Q3Q3
Patient Preference and Adherence,1.946,Q2
Systems Biology in Reproductive Medicine,1.946,Q3 Q4Q3
JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,1.946,Q3
Safety and Health at Work,1.945,Q2 Q3Q2
INTERNATIONAL MIGRATION REVIEW,1.944,Q2
REVIEW OF INTERNATIONAL STUDIES,1.944,Q2
American Journal of Rhinology & Allergy,1.943,Q2
INORGANIC CHEMISTRY COMMUNICATIONS,1.943,Q3
ANNALS OF THE MISSOURI BOTANICAL GARDEN,1.942,Q2
Dissertationes Mathematicae,1.941,Q1
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,1.941,Q2 Q2Q2Q3
Psychology of Men & Masculinity,1.941,Q2
Visceral Medicine,1.941,Q2 Q4Q2
Journal of Inorganic and Organometallic Polymers and Materials,1.941,Q2
ANNALES D ENDOCRINOLOGIE,1.941,Q4
JOURNAL OF PROPULSION AND POWER,1.94,Q2
Journal of Vacation Marketing,1.94,Q3 Q3Q3
Asian Pacific Journal of Tropical Medicine,1.94,Q2 Q3Q2
International Journal of Stem Cells,1.94,Q4 Q4Q4
JOURNAL OF SPORT & SOCIAL ISSUES,1.939,Q2 Q3Q2
JOURNAL OF MATHEMATICAL BIOLOGY,1.939,Q2 Q3Q2
INTERACTIVE LEARNING ENVIRONMENTS,1.938,Q2
Journal of Veterinary Behavior-Clinical Applications and Research,1.938,Q1 Q3Q1
JOURNAL OF ECONOMIC ENTOMOLOGY,1.938,Q1
DISASTERS,1.937,Q2 Q3Q2
TRANSFUSION MEDICINE AND HEMOTHERAPY,1.937,Q3 Q3Q4
Transcultural Psychiatry,1.936,Q1 Q1Q3
INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,1.935,Q3
Journal of Management & Organization,1.935,Q3
COMPUTING IN SCIENCE & ENGINEERING,1.935,Q3
ENGINEERING IN LIFE SCIENCES,1.934,Q3
Journal of Integrated Pest Management,1.933,Q1
REQUIREMENTS ENGINEERING,1.933,Q2 Q3Q2
JOURNAL OF GREAT LAKES RESEARCH,1.933,Q2 Q3Q2Q2
Netherlands Heart Journal,1.933,Q3
CURRENT ORGANIC CHEMISTRY,1.933,Q3
TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,1.932,Q2 Q3Q2
JOURNAL OF RISK RESEARCH,1.931,Q2
ARCHIVES OF ORAL BIOLOGY,1.931,Q2
European Journal of Development Research,1.931,Q2
Linguistic Approaches to Bilingualism,1.93,Q1
MUSICAE SCIENTIAE,1.93,Q3
ECONOMIC MODELLING,1.93,Q2
EARTHQUAKE SPECTRA,1.93,Q2 Q2Q3
International Journal of Evidence-Based Healthcare,1.93,Q2 Q3Q2
GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,1.929,Q1 Q1Q2Q2
Personality and Mental Health,1.929,Q2 Q3Q2
INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,1.929,Q3
Materials Research Express,1.929,Q3
HEALTH EDUCATION & BEHAVIOR,1.927,Q2
International Journal of General Medicine,1.927,Q2
PHYSICAL THERAPY IN SPORT,1.926,Q2 Q2Q3
OPHTHALMOLOGICA,1.926,Q3
JOURNAL OF TRAUMATIC STRESS,1.926,Q3 Q3Q3
TEXTILE RESEARCH JOURNAL,1.926,Q1
JOURNAL OF MEDICAL ENTOMOLOGY,1.925,Q1 Q1Q1
Language Cognition and Neuroscience,1.925,Q1 Q1Q3Q1Q3
Journal of Mechanisms and Robotics-Transactions of the ASME,1.925,Q3 Q3Q3
Journal of Macromarketing,1.925,Q3
EVOLUTION & DEVELOPMENT,1.925,Q3 Q3Q3Q3
JOURNAL OF CELLULAR PLASTICS,1.925,Q2 Q2Q2
INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,1.925,Q3 Q3Q3Q3
FIRE AND MATERIALS,1.925,Q3
JOURNAL OF EARLY ADOLESCENCE,1.924,Q2 Q2Q2
UROLOGY,1.924,Q3
Sexual Medicine,1.923,Q2 Q2Q3
International Journal for Parasitology-Parasites and Wildlife,1.923,Q2 Q3Q2
WIND AND STRUCTURES,1.922,Q2 Q2Q2Q3
JOURNAL OF PEDIATRIC SURGERY,1.919,Q2 Q2Q2
LIPIDS,1.919,Q3 Q4Q3
PURE AND APPLIED CHEMISTRY,1.919,Q3
PHOTOMEDICINE AND LASER SURGERY,1.918,Q2
Clinical and Experimental Optometry,1.918,Q3
MEDICAL SCIENCE MONITOR,1.918,Q3
Therapeutic Advances in Urology,1.918,Q3
Journal of Experimental Zoology Part A-Ecological and Integrative Physiology,1.917,Q1
Journal of Hip Preservation Surgery,1.917,Q2
International Journal of Applied Glass Science,1.917,Q2
International Journal of Mining Reclamation and Environment,1.917,Q2 Q3Q2
CONSERVATION GENETICS,1.917,Q2 Q2Q3
VIBRATIONAL SPECTROSCOPY,1.917,Q2 Q3Q3Q2
POLYMER ENGINEERING AND SCIENCE,1.917,Q2 Q3Q2
LEARNING AND INDIVIDUAL DIFFERENCES,1.916,Q2
Healthcare,1.916,Q3 Q3Q3
RIVER RESEARCH AND APPLICATIONS,1.916,Q3 Q3Q3
INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH,1.916,Q3 Q3Q3
International Journal of Bio-Inspired Computation,1.914,Q2 Q3Q2
YONSEI MEDICAL JOURNAL,1.914,Q2
PHLEBOLOGY,1.914,Q3
JAPANESE JOURNAL OF CLINICAL ONCOLOGY,1.914,Q4
School Mental Health,1.913,Q2 Q2Q2
KNEE,1.913,Q2 Q2Q3Q2
Journal of Multidisciplinary Healthcare,1.913,Q3
BMC Nephrology,1.913,Q3
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,1.913,Q3
BMC Surgery,1.912,Q2
CORROSION REVIEWS,1.912,Q2 Q3Q3Q2
EUROPEAN CYTOKINE NETWORK,1.912,Q4 Q4Q4Q4
Musculoskeletal Science and Practice,1.911,Q2
BMC Oral Health,1.911,Q2
AMERICAN JOURNAL OF EMERGENCY MEDICINE,1.911,Q2
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,1.911,Q2
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,1.911,Q3 Q3Q4
POSTGRADUATE MEDICAL JOURNAL,1.911,Q2
REVUE NEUROLOGIQUE,1.911,Q3
Environmental Chemistry,1.91,Q3 Q3Q3
LOCAL GOVERNMENT STUDIES,1.909,Q2 Q2Q2Q3
JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES,1.909,Q1 Q2Q1
BMC Pediatrics,1.909,Q2
JOURNAL OF PEDIATRIC ORTHOPAEDICS,1.909,Q2 Q3Q2
JOURNAL OF CUTANEOUS MEDICINE AND SURGERY,1.909,Q3
JOURNAL OF BASIC MICROBIOLOGY,1.909,Q3
SOCIAL POLICY & ADMINISTRATION,1.908,Q1 Q2Q2Q2Q1
JOURNAL OF NAVIGATION,1.908,Q2 Q2Q3
IET Radar Sonar and Navigation,1.908,Q3 Q3Q3
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,1.907,Q4
GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL,1.906,Q3
Journal of Theoretical and Applied Electronic Commerce Research,1.906,Q3
Bioscience of Microbiota Food and Health,1.906,Q4 Q4Q4
SCIENCE PROGRESS,1.906,Q2
International Heart Journal,1.906,Q3
COMMUNICATION THEORY,1.905,Q2
JOURNAL OF RESEARCH ON ADOLESCENCE,1.905,Q2 Q2Q2
Conservation & Society,1.904,Q3
REVISTA BRASILEIRA DE PSIQUIATRIA,1.904,Q3 Q3Q3
COMPTES RENDUS BIOLOGIES,1.904,Q3
JOURNAL OF VOICE,1.903,Q2 Q2Q2
Clinical Pharmacology in Drug Development,1.903,Q3
COMPTES RENDUS GEOSCIENCE,1.903,Q3
Asian Pacific Journal of Tropical Biomedicine,1.903,Q3
ENVIRONMENTAL MONITORING AND ASSESSMENT,1.903,Q3
Heritage Science,1.902,Q2 Q3Q3Q2
Chemistry Education Research and Practice,1.902,Q2 Q2Q2
American Journal of Health Economics,1.902,Q2 Q2Q3
JOURNAL OF HUMANISTIC PSYCHOLOGY,1.902,Q2
Canadian Water Resources Journal,1.902,Q3
DRUG DEVELOPMENT RESEARCH,1.902,Q4 Q4Q3
XENOBIOTICA,1.902,Q3 Q3Q4
Cognitive Systems Research,1.902,Q3 Q3Q4Q3
JOURNAL OF TEXTURE STUDIES,1.902,Q3
PHYSICA B-CONDENSED MATTER,1.902,Q3
POLITICAL STUDIES,1.901,Q2
JOURNAL OF APPLIED ECONOMETRICS,1.901,Q2 Q2Q2
JOURNAL OF IMMUNOLOGICAL METHODS,1.901,Q3 Q3Q4
WATER AIR AND SOIL POLLUTION,1.9,Q3 Q3Q3Q3
INDOOR AND BUILT ENVIRONMENT,1.9,Q2 Q2Q4Q3
Bulletin of the Peabody Museum of Natural History,1.9,Q2 Q2Q3
Separations,1.9,Q3
JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,1.899,Q1
WATER INTERNATIONAL,1.899,Q2 Q2Q3
JOURNAL OF ASTHMA,1.899,Q3 Q3Q4
Journal of Arid Land,1.899,Q3
KIDNEY & BLOOD PRESSURE RESEARCH,1.898,Q3 Q3Q3Q3
Progress in Electromagnetics Research-PIER,1.898,Q3 Q3Q3Q3
Journal of Public Relations Research,1.897,Q2
Topics in Stroke Rehabilitation,1.897,Q2
JOURNAL OF MEDICAL SCREENING,1.897,Q3
JOURNAL OF ORTHOPAEDIC TRAUMA,1.897,Q3 Q3Q3
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,1.897,Q1 Q3Q3Q1
Quarterly Journal of Engineering Geology and Hydrogeology,1.897,Q3 Q3Q3
ACTA MECHANICA SINICA,1.897,Q3 Q3Q3
Journal of Function Spaces,1.896,Q1 Q1Q1
Research in Transportation Economics,1.896,Q2 Q2Q3
Birth Defects Research,1.896,Q3 Q3Q4
INTERNATIONAL JOURNAL OF OBSTETRIC ANESTHESIA,1.895,Q3 Q3Q3
MEMORY,1.895,Q3
INHALATION TOXICOLOGY,1.895,Q4
AMERICAN HISTORICAL REVIEW,1.894,Q1
Nursing Inquiry,1.894,Q1 Q1Q1
Asia Pacific Journal of Human Resources,1.894,Q2 Q2Q3
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,1.894,Q2 Q3Q2Q2Q2
INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,1.894,Q2 Q3Q3Q3Q2
Electronic Materials Letters,1.894,Q3
POLYCYCLIC AROMATIC COMPOUNDS,1.894,Q3
Journal of English for Academic Purposes,1.893,Q1 Q2Q1
EUROPEAN SOCIOLOGICAL REVIEW,1.893,Q2
Attention Perception & Psychophysics,1.893,Q3 Q3Q3
HUMAN DEVELOPMENT,1.893,Q2
ETHICS,1.892,Q1
AERA Open,1.892,Q2
RESEARCH IN VETERINARY SCIENCE,1.892,Q1
JOURNAL OF MAMMALOGY,1.891,Q1
Scandinavian Journal of Management,1.891,Q3
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,1.891,Q3
MATERNAL AND CHILD HEALTH JOURNAL,1.89,Q2
Magnetic Resonance in Medical Sciences,1.89,Q3
Journal of Family Nursing,1.889,Q1 Q2Q1Q1
European Sport Management Quarterly,1.889,Q3
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,1.889,Q2 Q3Q2
IEEE Transactions on Components Packaging and Manufacturing Technology,1.889,Q3 Q3Q3Q3
Seminars in Vascular Surgery,1.889,Q3 Q3Q3
Annual Reports on NMR Spectroscopy,1.889,Q3
Urban Water Journal,1.888,Q3
Therapeutics and Clinical Risk Management,1.888,Q3
OCEAN DYNAMICS,1.887,Q3
Intensive and Critical Care Nursing,1.886,Q1 Q1Q1
IEEE Transactions on Games,1.886,Q2 Q3Q2
Operative Neurosurgery,1.886,Q3 Q3Q3
JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES,1.885,Q1 Q1Q1
AGRICULTURAL AND FOREST ENTOMOLOGY,1.885,Q1
Journal of Social Marketing,1.884,Q3
LASER PHYSICS LETTERS,1.884,Q3 Q3Q3
ARCHIVES OF MICROBIOLOGY,1.884,Q4
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,1.883,Q3 Q3Q3Q3Q3
Social Psychology,1.883,Q2
Trials,1.883,Q3
CLINICAL MEDICINE,1.883,Q2
FEMINISM & PSYCHOLOGY,1.882,Q1 Q2Q1
Head & Face Medicine,1.882,Q2
Journal of Organizational and End User Computing,1.882,Q2 Q3Q2Q3
IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,1.882,Q3 Q3Q3
NURSING RESEARCH,1.881,Q1 Q1Q1
ADVANCED COMPOSITE MATERIALS,1.881,Q3
Contemporary Security Policy,1.88,Q2 Q2Q2
INTERNATIONAL JOURNAL OF PHOTOENERGY,1.88,Q3 Q3Q3Q3Q3
Chinese Journal of International Politics,1.879,Q2
SYSTEM DYNAMICS REVIEW,1.879,Q2 Q3Q2
BMC MUSCULOSKELETAL DISORDERS,1.879,Q3 Q3Q4
Atmospheric Science Letters,1.879,Q3
SURGERY TODAY,1.878,Q3
JOURNAL OF HEALTH POLITICS POLICY AND LAW,1.878,Q2 Q3Q3Q2Q2
CROP SCIENCE,1.878,Q2
MOTIVATION AND EMOTION,1.878,Q3 Q3Q3
Journal of Analytical Methods in Chemistry,1.878,Q2 Q3Q2
International Communication Gazette,1.877,Q2
ECOHYDROLOGY & HYDROBIOLOGY,1.877,Q3 Q3Q3
Annals of Diagnostic Pathology,1.877,Q3
JOURNAL OF MEMBRANE BIOLOGY,1.877,Q3 Q4Q4Q3
JOURNAL OF PEPTIDE SCIENCE,1.877,Q3 Q4Q3
International Journal of Chemical Engineering,1.877,Q3
Software and Systems Modeling,1.876,Q2
Economics & Human Biology,1.876,Q2 Q2Q3Q2
European Journal of Oncology Nursing,1.876,Q1 Q1Q1Q4
GENETICS AND MOLECULAR BIOLOGY,1.876,Q3 Q4Q3
Fuel Cells,1.876,Q3 Q3Q3
SPE Production & Operations,1.875,Q2
BRAIN BEHAVIOR AND EVOLUTION,1.875,Q1 Q3Q4Q1
Journal of Electronic Commerce Research,1.875,Q3
Water Resources and Economics,1.875,Q2 Q2Q3Q3Q3
Advances in Physical Organic Chemistry,1.875,Q3 Q3Q3
Political Science Research and Methods,1.874,Q2
SOCIAL INDICATORS RESEARCH,1.874,Q2 Q2Q2
Dementia-International Journal of Social Research and Practice,1.874,Q2
Kardiologia Polska,1.874,Q3
MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING,1.874,Q3 Q3Q3
JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH,1.873,Q1 Q2Q1Q2Q1
JOURNAL OF HOMOSEXUALITY,1.873,Q2 Q2Q2
Contrast Media & Molecular Imaging,1.872,Q3
Genes and Environment,1.872,Q3 Q3Q4
Diagnostic and Interventional Radiology,1.871,Q3
Managerial Auditing Journal,1.87,Q2 Q2Q3
GAIA-Ecological Perspectives for Science and Society,1.87,Q3 Q3Q3
Jornal Brasileiro de Pneumologia,1.87,Q4
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice,1.869,Q3
Journal of Cognition and Development,1.869,Q2 Q2Q3
Critical Policy Studies,1.868,Q2 Q2Q2
European Journal of Obstetrics & Gynecology and Reproductive Biology,1.868,Q3 Q3Q4
TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,1.868,Q3 Q3Q3
TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,1.867,Q3
ECONOMIC BOTANY,1.867,Q2
PHOTOGRAMMETRIC RECORD,1.867,Q3 Q3Q3Q3Q3
ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,1.867,Q3
HEAT AND MASS TRANSFER,1.867,Q3 Q3Q3
PARASITOLOGY INTERNATIONAL,1.866,Q3
SOUTH AFRICAN JOURNAL OF SCIENCE,1.866,Q3
China & World Economy,1.865,Q2
